Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1975,85,"Only Way Home, The",Drama,"Hopkins, Bo",,,60,No,
1991,128,Inherit the Wind,Drama,"Kelly, Gene",,,18,No,
1992,112,Conversation Piece,Drama,"Lancaster, Burt",,,1,No,
1992,166,"Hallelujah Trail, The",Drama,"Lancaster, Burt",,,6,No,
1992,136,"Prize, The",Drama,"Newman, Paul",,,66,No,
1988,96,Salsa: The Motion Picture,Drama,"Rosa, Robby",,,26,No,
1942,253,Gangbusters,Drama,"Taylor, Kent",,,31,No,
1992,87,"Law & Jake Wade, The",Drama,"Taylor, Robert",,,68,No,
1980,93,Cry of the Innocent,Drama,"Taylor, Rod",,,13,No,
1991,108,Edison the Man,Drama,"Tracy, Spencer",,,19,No,
1991,101,Keeper of the Flame,Drama,"Tracy, Spencer",,,76,No,
1988,78,Hot Money,Drama,"Welles, Orson",,,19,No,
