Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards,Credits
1986,,Matador,Comedy,"Banderas, Antonio","Maura, Carmen","Almod�var, Pedro",34,No,"Matador: a Banderas, Antonio and Maura, Carmen film’s, directed by Almod�var, Pedro"
1986,109,Top Gun,Action,"Cruise, Tom","McGillis, Kelly","Scott, Tony",8,No,"Top Gun: a Cruise, Tom and McGillis, Kelly film’s, directed by Scott, Tony"
1986,94,One Crazy Summer,Comedy,"Cusack, John","Moore, Demi","Holland, Savage Steve",61,No,"One Crazy Summer: a Cusack, John and Moore, Demi film’s, directed by Holland, Savage Steve"
1986,113,About Last Night,Drama,"Lowe, Rob","Moore, Demi","Zwick, Edward",66,No,"About Last Night: a Lowe, Rob and Moore, Demi film’s, directed by Zwick, Edward"
1986,87,Cobra,Action,"Stallone, Sylvester","Nielsen, Brigitte","Cosmatos, George P.",57,No,"Cobra: a Stallone, Sylvester and Nielsen, Brigitte film’s, directed by Cosmatos, George P."
1986,98,Trick or Treat,Horror,"Price, Marc","Orgolini, Lisa","Smith, Charles Martin",47,No,"Trick or Treat: a Price, Marc and Orgolini, Lisa film’s, directed by Smith, Charles Martin"
1986,94,A Smoky Mountain Christmas,Music,"Majors, Lee","Parton, Dolly","Winkler, Henry",23,No,"A Smoky Mountain Christmas: a Majors, Lee and Parton, Dolly film’s, directed by Winkler, Henry"
1986,112,From the Hip,Comedy,"Nelson, Judd","Perkins, Elizabeth","Clark, Bob",36,No,"From the Hip: a Nelson, Judd and Perkins, Elizabeth film’s, directed by Clark, Bob"
1986,89,Water,Comedy,"Caine, Michael","Perrine, Valerie","Clement, Dick",47,No,"Water: a Caine, Michael and Perrine, Valerie film’s, directed by Clement, Dick"
1986,107,Sweet Liberty,Comedy,"Alda, Alan","Pfeiffer, Michelle","Alda, Alan",12,No,"Sweet Liberty: a Alda, Alan and Pfeiffer, Michelle film’s, directed by Alda, Alan"
1986,84,Police Academy 3: Back in Training,Comedy,"Guttenberg, Steve","Ramsey, Marion","Paris, Jerry",6,No,"Police Academy 3: Back in Training: a Guttenberg, Steve and Ramsey, Marion film’s, directed by Paris, Jerry"
1986,104,"Best of Times, The",Comedy,"Williams, Robin","Reed, Pamela","Spottiswoode, Roger",88,No,"Best of Times, The: a Williams, Robin and Reed, Pamela film’s, directed by Spottiswoode, Roger"
1986,96,Pretty in Pink,Drama,"Stanton, Harry Dean","Ringwald, Molly","Deutch, Howard",75,No,"Pretty in Pink: a Stanton, Harry Dean and Ringwald, Molly film’s, directed by Deutch, Howard"
1986,98,Summer,Comedy,"Gauthier, Vincent","Riviere, Marie","Rohmer, Eric",11,No,"Summer: a Gauthier, Vincent and Riviere, Marie film’s, directed by Rohmer, Eric"
1986,111,Gung Ho,Comedy,"Keaton, Michael","Rogers, Mimi","Howard, Ron",59,No,"Gung Ho: a Keaton, Michael and Rogers, Mimi film’s, directed by Howard, Ron"
1986,120,Blue Velvet,Mystery,"MacLachlan, Kyle","Rossellini, Isabella","Lynch, David",6,No,"Blue Velvet: a MacLachlan, Kyle and Rossellini, Isabella film’s, directed by Lynch, David"
1986,103,Ferris Bueller's Day Off,Comedy,"Broderick, Matthew","Sara, Mia","Hughes, John",12,No,"Ferris Bueller's Day Off: a Broderick, Matthew and Sara, Mia film’s, directed by Hughes, John"
1986,89,Legend,Science Fiction,"Cruise, Tom","Sara, Mia","Scott, Ridley",42,No,"Legend: a Cruise, Tom and Sara, Mia film’s, directed by Scott, Ridley"
1986,90,Head Office,Comedy,"Reinhold, Judge","Seymour, Jane","Finkleman, Ken",88,No,"Head Office: a Reinhold, Judge and Seymour, Jane film’s, directed by Finkleman, Ken"
1986,83,Blue City,Action,"Nelson, Judd","Sheedy, Ally","Manning, Michelle",38,No,"Blue City: a Nelson, Judd and Sheedy, Ally film’s, directed by Manning, Michelle"
1986,82,"Whoopee Boys, The",Comedy,"O'Keefe, Michael","Shelley, Carole","Byrum, John",54,No,"Whoopee Boys, The: a O'Keefe, Michael and Shelley, Carole film’s, directed by Byrum, John"
1986,93,Ruthless People,Comedy,"DeVito, Danny","Slater, Helen","Abrahams, Jim",84,No,"Ruthless People: a DeVito, Danny and Slater, Helen film’s, directed by Abrahams, Jim"
1986,97,Maximum Overdrive,Horror,"Estevez, Emilio","Smith, Yeardley","King, Stephen",40,No,"Maximum Overdrive: a Estevez, Emilio and Smith, Yeardley film’s, directed by King, Stephen"
1986,90,French Lesson,Comedy,"Sterling, Alexandre","Snowden, Jane","Gilbert, Brian",29,No,"French Lesson: a Sterling, Alexandre and Snowden, Jane film’s, directed by Gilbert, Brian"
1986,96,Clockwise,Comedy,"Cleese, John","Steadman, Alison","Morahan, Christopher",10,No,"Clockwise: a Cleese, John and Steadman, Alison film’s, directed by Morahan, Christopher"
1986,108,Heartburn,Comedy,"Nicholson, Jack","Streep, Meryl","Nichols, Mike",57,No,"Heartburn: a Nicholson, Jack and Streep, Meryl film’s, directed by Nichols, Mike"
1986,99,Critical Condition,Comedy,"Pryor, Richard","Ticotin, Rachel","Apted, Michael",41,No,"Critical Condition: a Pryor, Richard and Ticotin, Rachel film’s, directed by Apted, Michael"
1986,221,On Wings of Eagles,Drama,"Lancaster, Burt","Towers, Constance","McLaglen, Andrew V.",53,No,"On Wings of Eagles: a Lancaster, Burt and Towers, Constance film’s, directed by McLaglen, Andrew V."
1986,103,Peggy Sue Got Married,Drama,"Cage, Nicolas","Turner, Kathleen","Coppola, Francis Ford",62,No,"Peggy Sue Got Married: a Cage, Nicolas and Turner, Kathleen film’s, directed by Coppola, Francis Ford"
1986,91,Mr Love.,Comedy,"Jackson, Barry","Tyzack, Margaret","Battersby, Roy",10,No,"Mr Love.: a Jackson, Barry and Tyzack, Margaret film’s, directed by Battersby, Roy"
1986,109,Young Sherlock Holmes,Mystery,"Rowe, Nicholas","Ward, Sophie","Levinson, Barry",16,No,"Young Sherlock Holmes: a Rowe, Nicholas and Ward, Sophie film’s, directed by Levinson, Barry"
1986,137,Aliens,Science Fiction,"Biehn, Michael","Weaver, Sigourney","Cameron, James",82,No,"Aliens: a Biehn, Michael and Weaver, Sigourney film’s, directed by Cameron, James"
1986,116,Legal Eagles,Comedy,"Redford, Robert","Winger, Debra","Reitman, Ivan",39,No,"Legal Eagles: a Redford, Robert and Winger, Debra film’s, directed by Reitman, Ivan"
1986,128,"Name of the Rose, The",Drama,"Connery, Sean",,"Annaud, Jean-Jacques",8,No,
1986,85,Torment,Horror,"Gilbert, Taylor",,"Aslanian, Samson",8,No,
1986,97,"Boy in Blue, The",Drama,"Cage, Nicolas",,"Dale, Cynthia",63,No,
1986,91,Wise Guys,Comedy,"Piscopo, Joe",,"De Palma, Brian",16,No,
1986,107,Down by Law,Comedy,"Waits, Tom",,"Jarmusch, Jim",49,No,
1986,90,"Ninja, the Violent Sorcerer",Action,,,"Lambert, Bruce",,No,
1986,140,"Assault, The",Drama,"Lint, Derek De",,"Rademakers, Fons",71,Yes,
1986,120,Platoon,Drama,"Sheen, Charlie",,"Stone, Oliver",8,Yes,
1986,91,"La Chevre, (The Goat)",Drama,"Depardieu, G�rard",,"Veber, Francis",24,No,
1986,60,Monty Python's Flying Circus,Comedy,"Chapman, Graham",,,4,No,
1986,60,"Monty Python's Flying Circus, Vol 1.",Comedy,"Chapman, Graham",,,24,No,
1986,59,"Monty Python's Flying Circus, Vol 2.",Comedy,"Chapman, Graham",,,79,No,
1986,58,"Monty Python's Flying Circus, Vol 3.",Comedy,"Chapman, Graham",,,63,No,
1986,119,"Mosquito Coast, The",Drama,"Ford, Harrison",,,54,No,
1986,49,Jay Leno: The American Dream,Comedy,"Leno, Jay",,,67,No,
1986,52,Howie Mandel's North American Watusi Tour,Comedy,"Mandel, Howie",,,65,No,
1986,60,Steve Martin Live!,Comedy,"Martin, Steve",,,3,No,
1987,101,"Running Man, The",Science Fiction,"Schwarzenegger, Arnold","Alonso, Maria Conchita","Glaser, Paul Michael",31,No,"Running Man, The: a Schwarzenegger, Arnold and Alonso, Maria Conchita film’s, directed by Glaser, Paul Michael"
1987,120,Fatal Attraction,Mystery,"Douglas, Michael","Archer, Anne","Lyne, Adrian",61,No,"Fatal Attraction: a Douglas, Michael and Archer, Anne film’s, directed by Lyne, Adrian"
1987,102,Babette's Feast,Drama,"LaFont, Jean-Philippe","Audran, St�phane","Axel, Gabriel",79,Yes,"Babette's Feast: a LaFont, Jean-Philippe and Audran, St�phane film’s, directed by Axel, Gabriel"
1987,100,Sammy & Rosie Get Laid,Drama,"Din, Ayub Khan","Barber, Frances","Frears, Stephen",6,No,"Sammy & Rosie Get Laid: a Din, Ayub Khan and Barber, Frances film’s, directed by Frears, Stephen"
1987,97,Siesta,Drama,"Byrne, Gabriel","Barkin, Ellen","Lambert, Mary",48,No,"Siesta: a Byrne, Gabriel and Barkin, Ellen film’s, directed by Lambert, Mary"
1987,104,Lionheart,Action,"Stoltz, Eric","Barrymore, Deborah","Schaffner, Franklin J.",9,No,"Lionheart: a Stoltz, Eric and Barrymore, Deborah film’s, directed by Schaffner, Franklin J."
1987,95,Blind Date,Comedy,"Willis, Bruce","Basinger, Kim","Edwards, Blake",7,No,"Blind Date: a Willis, Bruce and Basinger, Kim film’s, directed by Edwards, Blake"
1987,91,Programmed to Kill,Action,"Ginty, Robert","Bergman, Sandahl","Holzman, Allan",71,No,"Programmed to Kill: a Ginty, Robert and Bergman, Sandahl film’s, directed by Holzman, Allan"
1987,98,Under the Sun of Satan,Drama,"Depardieu, G�rard","Bonnaire, Sandrine","Pialat, Maurice",45,No,"Under the Sun of Satan: a Depardieu, G�rard and Bonnaire, Sandrine film’s, directed by Pialat, Maurice"
1987,91,Firehouse,Comedy,"Hopkins, Barrett","Brown, Violet","Ingvordsen, J. Christian",66,No,"Firehouse: a Hopkins, Barrett and Brown, Violet film’s, directed by Ingvordsen, J. Christian"
1987,91,"Quick & The Dead, The",Western,"Elliott, Sam","Capshaw, Kate","Day, Robert",40,No,"Quick & The Dead, The: a Elliott, Sam and Capshaw, Kate film’s, directed by Day, Robert"
1987,119,"Fourth Protocol, The",Mystery,"Caine, Michael","Cassidy, Joanna","Mackenzie, John",14,No,"Fourth Protocol, The: a Caine, Michael and Cassidy, Joanna film’s, directed by Mackenzie, John"
1987,,Mannequin,Comedy,"McCarthy, Andrew","Cattrall, Kim","Gottlieb, Michael",23,No,"Mannequin: a McCarthy, Andrew and Cattrall, Kim film’s, directed by Gottlieb, Michael"
1987,103,Moonstruck,Comedy,"Cage, Nicholas",Cher,"Jewison, Norman",6,Yes,"Moonstruck: a Cage, Nicholas and Cher film’s, directed by Jewison, Norman"
1987,119,"Witches of Eastwick, The",Comedy,"Nicholson, Jack",Cher,"Miller, George",8,No,"Witches of Eastwick, The: a Nicholson, Jack and Cher film’s, directed by Miller, George"
1987,118,Shy People,Drama,"Philbin, John","Clayburgh, Jill","Konchalovsky, Andrei",7,No,"Shy People: a Philbin, John and Clayburgh, Jill film’s, directed by Konchalovsky, Andrei"
1987,101,Like Father Like Son,Comedy,"Cameron, Kirk","Colin, Margaret","Daniel, Rod",20,No,"Like Father Like Son: a Cameron, Kirk and Colin, Margaret film’s, directed by Daniel, Rod"
1987,109,O. C. & Stiggs,Comedy,"Jenkins, Daniel H.","Curtin, Jane","Altman, Robert",3,No,"O. C. & Stiggs: a Jenkins, Daniel H. and Curtin, Jane film’s, directed by Altman, Robert"
1987,86,Fair Game,Action,"Ford, Peter","Delaney, Cassandra",,24,No,
1987,130,Wings of Desire,Drama,"Ganz, Bruno","Dommartin, Solveig","Wenders, Wim",71,No,"Wings of Desire: a Ganz, Bruno and Dommartin, Solveig film’s, directed by Wenders, Wim"
1987,118,Castaway,Drama,"Reed, Oliver","Donohoe, Amanda","Roeg, Nicolas",41,No,"Castaway: a Reed, Oliver and Donohoe, Amanda film’s, directed by Roeg, Nicolas"
1987,97,Barfly,Drama,"Rourke, Mickey","Dunaway, Faye","Schroeder, Barbet",23,No,"Barfly: a Rourke, Mickey and Dunaway, Faye film’s, directed by Schroeder, Barbet"
1987,94,Kandyland,Drama,"Laulette, Charles","Evenson, Kim","Schnitzer, Robert Allen",41,No,"Kandyland: a Laulette, Charles and Evenson, Kim film’s, directed by Schnitzer, Robert Allen"
1987,94,Campus Man,Drama,"Dye, John","Fairchild, Morgan","Casden, Ron",38,No,"Campus Man: a Dye, John and Fairchild, Morgan film’s, directed by Casden, Ron"
1987,95,Surrender,Comedy,"Caine, Michael","Field, Sally","Belson, Jerry",84,No,"Surrender: a Caine, Michael and Field, Sally film’s, directed by Belson, Jerry"
1987,92,Back to the Beach,Comedy,"Avalon, Frankie","Funicello, Annette","Hobbs, Lyndall",45,No,"Back to the Beach: a Avalon, Frankie and Funicello, Annette film’s, directed by Hobbs, Lyndall"
1987,93,Hot Pursuit,Drama,"Cusack, John","Gazelle, Wendy","Lisberger, Steven",44,No,"Hot Pursuit: a Cusack, John and Gazelle, Wendy film’s, directed by Lisberger, Steven"
1987,102,Burglar,Comedy,"Goldthwait, Bob","Goldberg, Whoopi","Wilson, Hugh",44,No,"Burglar: a Goldthwait, Bob and Goldberg, Whoopi film’s, directed by Wilson, Hugh"
1987,107,Roxanne,Comedy,"Martin, Steve","Hannah, Daryl","Schepisi, Fred",66,No,"Roxanne: a Martin, Steve and Hannah, Daryl film’s, directed by Schepisi, Fred"
1987,126,Wall Street,Drama,"Douglas, Michael","Hannah, Daryl","Stone, Oliver",6,Yes,"Wall Street: a Douglas, Michael and Hannah, Daryl film’s, directed by Stone, Oliver"
1987,96,Nights in White Satin,Drama,"Gilman, Kenneth","Harris, Priscilla","Barnard, Michael",5,No,"Nights in White Satin: a Gilman, Kenneth and Harris, Priscilla film’s, directed by Barnard, Michael"
1987,93,Bodycount,Action,"White, Bernie","Hassett, Marilyn",,51,No,
1987,112,Overboard,Comedy,"Russell, Kurt","Hawn, Goldie","Marshall, Garry",6,No,"Overboard: a Russell, Kurt and Hawn, Goldie film’s, directed by Marshall, Garry"
1987,85,Hot Child in the City,Mystery,"Prysirr, Geof","Hendrix, Leah Ayres","Florea, John",0,No,"Hot Child in the City: a Prysirr, Geof and Hendrix, Leah Ayres film’s, directed by Florea, John"
1987,112,Tin Men,Comedy,"Dreyfuss, Richard","Hershey, Barbara","Levinson, Barry",50,No,"Tin Men: a Dreyfuss, Richard and Hershey, Barbara film’s, directed by Levinson, Barry"
1987,95,"Allnighter, The",Comedy,"Terlesky, John","Hoffs, Susanna","Hoffs, Tamar Simon",71,No,"Allnighter, The: a Terlesky, John and Hoffs, Susanna film’s, directed by Hoffs, Tamar Simon"
1987,94,"Rita, Sue & Bob Too",Comedy,"Finneran, Siohban","Holmes, Michelle","Clarke, Alan",5,No,"Rita, Sue & Bob Too: a Finneran, Siohban and Holmes, Michelle film’s, directed by Clarke, Alan"
1987,105,Prettykill,Drama,"Birney, David","Hubley, Season","Kaczender, George",71,No,"Prettykill: a Birney, David and Hubley, Season film’s, directed by Kaczender, George"
1987,94,Raising Arizona,Comedy,"Cage, Nicolas","Hunter, Holly","Coen, Joel",23,No,"Raising Arizona: a Cage, Nicolas and Hunter, Holly film’s, directed by Coen, Joel"
1987,112,Gardens of Stone,Drama,"Caan, James","Huston, Anjelica","Coppola, Francis Ford",27,No,"Gardens of Stone: a Caan, James and Huston, Anjelica film’s, directed by Coppola, Francis Ford"
1987,89,Business As Usual,Comedy,"Thaw, John","Jackson, Glenda","Barrett, Lezli-An",17,No,"Business As Usual: a Thaw, John and Jackson, Glenda film’s, directed by Barrett, Lezli-An"
1987,86,Straight to Hell,Action,"Hopper, Dennis","Jones, Grace","Cox, Alex",47,No,"Straight to Hell: a Hopper, Dennis and Jones, Grace film’s, directed by Cox, Alex"
1987,90,Superman IV: The Quest for Peace,Action,"Reeve, Christopher","Kidder, Margot","Furie, Sidney J.",77,No,"Superman IV: The Quest for Peace: a Reeve, Christopher and Kidder, Margot film’s, directed by Furie, Sidney J."
1987,101,My Life As a Dog,Comedy,"Glanzelius, Anton","Kinnaman, Melinda","Hallstr�m, Lasse",21,No,"My Life As a Dog: a Glanzelius, Anton and Kinnaman, Melinda film’s, directed by Hallstr�m, Lasse"
1987,95,Bullseye!,Comedy,"Caine, Michael","Kirkland, Sally","Winner, Michael",8,No,"Bullseye!: a Caine, Michael and Kirkland, Sally film’s, directed by Winner, Michael"
1987,90,Dragonard,Drama,"Reed, Oliver","Kitt, Eartha","Kikoine, Gerard",71,No,"Dragonard: a Reed, Oliver and Kitt, Eartha film’s, directed by Kikoine, Gerard"
1987,88,"Arrogant, The",Drama,"Graham, Gary","Kristel, Sylvia","Blot, Philippe",62,No,"Arrogant, The: a Graham, Gary and Kristel, Sylvia film’s, directed by Blot, Philippe"
1987,90,Ninja Masters of Death,Action,"Peterson, Chris","Kruize, Kelly","Lambert, Bruce",15,No,"Ninja Masters of Death: a Peterson, Chris and Kruize, Kelly film’s, directed by Lambert, Bruce"
1987,109,"Big Town, The",Drama,"Dillon, Matt","Lane, Diane","Bolt, Ben",11,No,"Big Town, The: a Dillon, Matt and Lane, Diane film’s, directed by Bolt, Ben"
1987,95,Under Cover,Mystery,"Neidorf, David","Leigh, Jennifer Jason","Stockwell, John",36,No,"Under Cover: a Neidorf, David and Leigh, Jennifer Jason film’s, directed by Stockwell, John"
1987,95,"Kitchen Toto, THe",Drama,"Peck, Bob","Logan, Phyllis","Hook, Harry",41,No,"Kitchen Toto, THe: a Peck, Bob and Logan, Phyllis film’s, directed by Hook, Harry"
1987,114,Into the Homeland,Action,"Boothe, Powers","Longstreth, Emily","Glatter, Lesli Linka",34,No,"Into the Homeland: a Boothe, Powers and Longstreth, Emily film’s, directed by Glatter, Lesli Linka"
1987,50,"Madonna Live, The Virgin Tour",Music,,Madonna,,75,No,
1987,130,Matewan,Drama,"Jones, James Earl","McDonnell, Mary","Sayles, John",81,No,"Matewan: a Jones, James Earl and McDonnell, Mary film’s, directed by Sayles, John"
1987,102,Made in Heaven,Fantasy,"Hutton, Timothy","McGillis, Kelly","Rudolph, Alan",57,No,"Made in Heaven: a Hutton, Timothy and McGillis, Kelly film’s, directed by Rudolph, Alan"
1987,118,Hope & Glory,War,"Hayman, David","Miles, Sarah","Boorman, John",3,No,"Hope & Glory: a Hayman, David and Miles, Sarah film’s, directed by Boorman, John"
1987,109,Wisdom,Action,"Estevez, Emilio","Moore, Demi","Estevez, Emilio",25,No,"Wisdom: a Estevez, Emilio and Moore, Demi film’s, directed by Estevez, Emilio"
1987,86,House of the Rising Sun,Drama,"Annese, Frank","Moyer, Tawny","Gold, Greg",45,No,"House of the Rising Sun: a Annese, Frank and Moyer, Tawny film’s, directed by Gold, Greg"
1987,60,Encounters,Drama,"Von Bergan, Raven","Navarro, Monica","Marder, Bruce",44,No,"Encounters: a Von Bergan, Raven and Navarro, Monica film’s, directed by Marder, Bruce"
1987,83,Surf Nazis Must Die,Horror,"Brenner, Barry","Neely, Gail","George, Peter",50,No,"Surf Nazis Must Die: a Brenner, Barry and Neely, Gail film’s, directed by George, Peter"
1987,103,Beverly Hills Cop II,Comedy,"Murphy, Eddie","Nielsen, Brigitte","Scott, Tony",37,No,"Beverly Hills Cop II: a Murphy, Eddie and Nielsen, Brigitte film’s, directed by Scott, Tony"
1987,91,Young Love: Lemon Popsicle Seven,Comedy,"Katzur, Yftach","Noy, Zachi","Bennett, Walter",47,No,"Young Love: Lemon Popsicle Seven: a Katzur, Yftach and Noy, Zachi film’s, directed by Bennett, Walter"
1987,139,Maurice,Drama,"Wilby, James","Parfitt, Judy","Ivory, James",45,No,"Maurice: a Wilby, James and Parfitt, Judy film’s, directed by Ivory, James"
1987,87,Mistress,Drama,"Rachins, Allan","Principal, Victoria","Tuchner, Michael",36,No,"Mistress: a Rachins, Allan and Principal, Victoria film’s, directed by Tuchner, Michael"
1987,97,"Dreams Lost, Dreams Found",Drama,"Robb, David","Quinlan, Kathleen","Patterson, Willi",66,No,"Dreams Lost, Dreams Found: a Robb, David and Quinlan, Kathleen film’s, directed by Patterson, Willi"
1987,103,Au Revoir les Enfants,Drama,"Manesse, Gaspard","Racette, Francine","Malle, Louis",35,No,"Au Revoir les Enfants: a Manesse, Gaspard and Racette, Francine film’s, directed by Malle, Louis"
1987,153,Empire of the Sun,Drama,"Malkovich, John","Richardson, Miranda","Spielberg, Steven",6,No,"Empire of the Sun: a Malkovich, John and Richardson, Miranda film’s, directed by Spielberg, Steven"
1987,90,PK. & the Kid.,Drama,"LeMat, Paul","Ringwald, Molly",,49,No,
1987,93,"Planes, Trains & Automobiles",Comedy,"Martin, Steve","Robbins, Laila","Hughes, John",73,No,"Planes, Trains & Automobiles: a Martin, Steve and Robbins, Laila film’s, directed by Hughes, John"
1987,120,Innerspace,Science Fiction,"Quaid, Dennis","Ryan, Meg","Dante, Joe",41,No,"Innerspace: a Quaid, Dennis and Ryan, Meg film’s, directed by Dante, Joe"
